,order_id,city,cuisine,day,order_hour,quantity,distance_km,order_value,delivery_time_min,payment,rating,tip,was_late,value_per_item
267,ORD10521,Delhi,Pizza,Sat,2,6,1.7,1322,20,Cash,4.0,0.0,No,220.33
268,ORD10104,Mumbai,Biryani,Fri,3,6,2.4,1741,19,Card,4.0,45.0,No,290.17
269,ORD10289,Bangalore,South Indian,Sat,19,6,2.7,945,29,UPI,4.0,55.0,No,157.5
270,ORD10247,Bangalore,South Indian,Fri,1,1,7.0,125,38,UPI,5.0,0.0,No,125.0
271,ORD10448,Pune,South Indian,Mon,20,6,2.1,775,18,UPI,5.0,35.0,No,129.17
272,ORD10121,Bangalore,Pizza,Sun,16,3,1.6,814,19,Card,5.0,35.0,No,271.33
273,ORD10077,Pune,Chinese,Thu,12,4,3.8,644,28,Card,4.0,35.0,No,161.0
274,ORD10054,Bangalore,Burger,Fri,21,4,4.7,551,33,UPI,4.0,40.0,No,137.75
275,ORD10230,Hyderabad,Burger,Thu,0,3,5.8,481,33,UPI,3.0,0.0,No,160.33
276,ORD10347,Bangalore,Pizza,Thu,0,3,6.8,741,41,UPI,4.0,30.0,Yes,247.0
277,ORD10111,Bangalore,Burger,Mon,1,8,7.7,1131,38,UPI,4.0,45.0,No,141.38
278,ORD10008,Pune,Pizza,Wed,22,1,3.0,268,16,UPI,4.0,20.0,No,268.0
279,ORD10026,Mumbai,Burger,Sat,21,8,6.8,1487,53,Cash,3.0,10.0,Yes,185.88
280,ORD10288,Hyderabad,Pizza,Thu,0,5,8.5,1136,39,Card,5.0,0.0,No,227.2
281,ORD10326,Delhi,Chinese,Sat,21,2,3.5,558,30,Cash,5.0,30.0,No,279.0
282,ORD10393,Bangalore,Chinese,Sat,14,2,6.2,373,42,UPI,3.0,45.0,Yes,186.5
283,ORD10340,Hyderabad,South Indian,Thu,13,2,3.2,263,29,UPI,,10.0,No,131.5
284,ORD10208,Pune,Biryani,Sun,16,2,0.9,512,25,Cash,4.0,0.0,No,256.0
285,ORD10461,Hyderabad,Biryani,Sun,21,3,3.0,1063,31,UPI,4.0,35.0,No,354.33
286,ORD10021,Bangalore,Chinese,Sat,17,3,4.9,783,45,Card,,0.0,Yes,261.0
287,ORD10530,Hyderabad,Chinese,Fri,21,3,4.6,558,21,Card,5.0,30.0,No,186.0
288,ORD10010,Mumbai,Pizza,Sat,22,3,2.3,794,20,UPI,2.0,0.0,No,264.67
289,ORD10433,Pune,Chinese,Mon,18,3,3.7,529,19,UPI,,0.0,No,176.33
290,ORD10350,Delhi,Pizza,Wed,14,4,5.8,1039,38,Cash,4.0,0.0,No,259.75
291,ORD10492,Bangalore,Desserts,Thu,20,5,5.5,771,34,UPI,4.0,0.0,No,154.2
292,ORD10345,Delhi,South Indian,Mon,13,4,5.1,336,35,UPI,5.0,20.0,No,84.0
293,ORD10545,Delhi,Desserts,Sat,12,1,1.2,255,17,UPI,4.0,25.0,No,255.0
294,ORD10189,Delhi,Burger,Mon,1,2,1.9,246,15,UPI,5.0,0.0,No,123.0
295,ORD10163,Mumbai,Chinese,Fri,13,5,5.5,860,32,UPI,,0.0,No,172.0
296,ORD10415,Mumbai,Desserts,Thu,23,1,6.5,146,36,Card,3.0,20.0,No,146.0
297,ORD10346,Bangalore,South Indian,Wed,19,3,7.6,424,31,Card,5.0,0.0,No,141.33
298,ORD10217,Mumbai,Biryani,Sat,22,1,6.2,353,28,UPI,5.0,30.0,No,353.0
299,ORD10476,Delhi,Pizza,Mon,19,1,3.0,163,27,UPI,5.0,25.0,No,163.0
300,ORD10457,Hyderabad,Pizza,Sat,12,2,3.1,621,24,UPI,3.0,0.0,No,310.5
301,ORD10528,Hyderabad,South Indian,Sun,13,1,0.9,212,27,UPI,4.0,35.0,No,212.0
302,ORD10097,Bangalore,Chinese,Sat,12,3,3.0,654,24,Card,5.0,40.0,No,218.0
303,ORD10245,Pune,Chinese,Sat,20,3,5.2,603,42,Card,3.0,0.0,Yes,201.0
304,ORD10486,Hyderabad,Chinese,Sat,21,3,6.6,694,28,UPI,3.0,0.0,No,231.33
305,ORD10015,Bangalore,Chinese,Sun,14,1,6.0,314,42,UPI,2.0,35.0,Yes,314.0
306,ORD10243,Hyderabad,Chinese,Mon,12,4,4.6,685,21,UPI,,0.0,No,171.25
307,ORD10413,Hyderabad,Biryani,Thu,17,5,3.4,1166,17,Cash,3.0,10.0,No,233.2
308,ORD10323,Mumbai,Biryani,Sun,23,1,4.2,376,31,Cash,5.0,0.0,No,376.0
309,ORD10422,Mumbai,Desserts,Sun,23,3,2.3,563,27,UPI,5.0,35.0,No,187.67
310,ORD10481,Pune,Biryani,Sun,1,1,2.5,359,31,Card,3.0,40.0,No,359.0
311,ORD10507,Mumbai,South Indian,Thu,20,4,7.6,547,40,UPI,4.0,0.0,No,136.75
312,ORD10164,Delhi,Burger,Sat,3,1,2.1,285,22,Card,,0.0,No,285.0
313,ORD10453,Pune,Biryani,Sun,22,1,4.6,350,33,UPI,,30.0,No,350.0
314,ORD10391,Delhi,Biryani,Wed,22,1,3.4,292,23,Card,5.0,15.0,No,292.0
315,ORD10287,Delhi,South Indian,Thu,13,3,2.7,355,17,UPI,,0.0,No,118.33
316,ORD10250,Pune,South Indian,Mon,22,1,7.0,130,22,UPI,3.0,35.0,No,130.0
317,ORD10265,Bangalore,Chinese,Sat,19,5,4.2,1080,30,UPI,4.0,0.0,No,216.0
318,ORD10377,Hyderabad,Biryani,Sun,19,2,3.3,714,22,UPI,5.0,0.0,No,357.0
319,ORD10294,Mumbai,Desserts,Sun,3,4,1.9,764,26,Cash,4.0,15.0,No,191.0
320,ORD10388,Hyderabad,Pizza,Sun,16,5,3.7,1232,22,UPI,5.0,0.0,No,246.4
321,ORD10295,Delhi,Chinese,Sat,13,4,4.9,899,22,UPI,5.0,0.0,No,224.75
322,ORD10233,Hyderabad,Desserts,Thu,20,4,0.5,660,16,Cash,4.0,0.0,No,165.0
323,ORD10552,Pune,South Indian,Sat,2,2,0.5,343,17,Card,4.0,30.0,No,171.5
324,ORD10547,Pune,South Indian,Fri,20,3,3.6,288,29,UPI,4.0,0.0,No,96.0
325,ORD10305,Pune,Pizza,Mon,23,1,1.2,288,8,UPI,3.0,30.0,No,288.0
326,ORD10541,Bangalore,Chinese,Wed,1,2,0.6,447,15,Cash,3.0,0.0,No,223.5
327,ORD10512,Bangalore,Chinese,Sun,21,5,1.2,1041,17,Card,4.0,30.0,No,208.2
328,ORD10172,Mumbai,Pizza,Sat,19,2,1.7,575,25,UPI,5.0,25.0,No,287.5
329,ORD10158,Mumbai,Chinese,Sun,22,2,4.2,506,33,UPI,4.0,40.0,No,253.0
330,ORD10384,Pune,Pizza,Tue,0,3,6.6,623,26,UPI,4.0,0.0,No,207.67
331,ORD10308,Mumbai,Chinese,Sun,13,2,1.4,446,28,Cash,4.0,0.0,No,223.0
332,ORD10405,Pune,Biryani,Sat,13,4,7.7,1178,38,UPI,3.0,20.0,No,294.5
333,ORD10497,Bangalore,Desserts,Sun,2,5,8.0,815,44,Card,2.0,50.0,Yes,163.0
334,ORD10524,Bangalore,Pizza,Tue,20,2,1.1,452,29,UPI,5.0,55.0,No,226.0
335,ORD10465,Pune,Biryani,Sat,18,4,2.1,1255,30,UPI,5.0,45.0,No,313.75
336,ORD10344,Bangalore,Chinese,Mon,21,2,2.6,389,27,UPI,4.0,30.0,No,194.5
337,ORD10358,Bangalore,Pizza,Sun,14,5,1.7,1450,27,UPI,5.0,0.0,No,290.0
338,ORD10157,Delhi,South Indian,Sat,16,2,9.7,365,39,Card,,10.0,No,182.5
339,ORD10180,Mumbai,South Indian,Sun,14,1,2.2,168,36,UPI,3.0,25.0,No,168.0
340,ORD10153,Bangalore,South Indian,Sun,20,3,8.4,519,36,UPI,,40.0,No,173.0
341,ORD10152,Mumbai,Pizza,Tue,17,5,3.0,1344,22,UPI,,35.0,No,268.8
342,ORD10079,Pune,Pizza,Mon,14,3,5.4,900,29,UPI,4.0,0.0,No,300.0
343,ORD10546,Bangalore,South Indian,Sat,21,2,1.5,350,29,UPI,5.0,0.0,No,175.0
344,ORD10141,Bangalore,South Indian,Sun,18,2,2.0,347,30,Card,4.0,45.0,No,173.5
345,ORD10494,Delhi,Biryani,Wed,14,2,0.7,541,10,UPI,5.0,25.0,No,270.5
346,ORD10472,Delhi,South Indian,Sun,20,1,,209,17,Cash,4.0,0.0,No,209.0
347,ORD10093,Hyderabad,Pizza,Sat,19,1,8.6,343,49,UPI,3.0,0.0,Yes,343.0
348,ORD10539,Delhi,Biryani,Fri,12,3,4.9,686,23,Card,5.0,15.0,No,228.67
349,ORD10579,Pune,South Indian,Mon,22,2,4.3,246,25,Card,3.0,20.0,No,123.0
350,ORD10320,Pune,Pizza,Sat,16,3,7.6,911,31,UPI,3.0,45.0,No,303.67
351,ORD10132,Delhi,Biryani,Sat,3,4,12.3,1175,45,UPI,5.0,20.0,Yes,293.75
352,ORD10198,Pune,Pizza,Sat,20,3,2.3,701,27,Cash,3.0,25.0,No,233.67
353,ORD10412,Hyderabad,Pizza,Wed,21,4,6.9,907,38,Card,4.0,15.0,No,226.75
354,ORD10583,Pune,Chinese,Thu,21,1,4.6,167,29,UPI,3.0,20.0,No,167.0
355,ORD10105,Delhi,Burger,Wed,23,3,3.8,570,22,UPI,3.0,0.0,No,190.0
356,ORD10586,Bangalore,Chinese,Thu,19,1,1.8,176,20,Card,4.0,50.0,No,176.0
357,ORD10517,Bangalore,Burger,Tue,2,2,3.1,311,22,UPI,3.0,40.0,No,155.5
358,ORD10594,Pune,Biryani,Mon,2,4,6.6,1150,28,UPI,5.0,20.0,No,287.5
359,ORD10200,Mumbai,Biryani,Wed,3,1,4.0,201,30,UPI,5.0,40.0,No,201.0
360,ORD10357,Mumbai,Desserts,Sat,14,5,5.0,816,44,UPI,3.0,0.0,Yes,163.2
361,ORD10558,Pune,South Indian,Fri,21,3,0.7,398,15,Cash,,5.0,No,132.67
362,ORD10442,Bangalore,Pizza,Fri,14,1,7.0,226,38,Card,4.0,45.0,No,226.0
363,ORD10514,Pune,Pizza,Sat,14,2,0.6,538,20,Card,5.0,40.0,No,269.0
364,ORD10575,Mumbai,Pizza,Sat,22,2,1.2,729,29,Card,5.0,0.0,No,364.5
365,ORD10134,Hyderabad,Chinese,Mon,20,4,2.3,758,27,Card,5.0,30.0,No,189.5
366,ORD10119,Pune,Burger,Sat,20,4,0.8,685,11,UPI,4.0,20.0,No,171.25
367,ORD10303,Pune,Biryani,Thu,20,8,3.9,1944,23,Card,4.0,40.0,No,243.0
368,ORD10135,Pune,Pizza,Tue,14,2,2.2,385,25,Card,5.0,30.0,No,192.5
369,ORD10439,Mumbai,South Indian,Sat,13,3,3.8,433,32,Card,5.0,25.0,No,144.33
370,ORD10450,Bangalore,Burger,Sun,23,4,3.9,837,35,UPI,3.0,35.0,No,209.25
371,ORD10536,Pune,Biryani,Mon,22,1,2.0,241,23,Card,4.0,0.0,No,241.0
372,ORD10425,Mumbai,Desserts,Wed,2,8,3.2,1348,23,UPI,4.0,45.0,No,168.5
373,ORD10006,Delhi,Biryani,Fri,19,2,9.0,533,37,Card,,0.0,No,266.5
374,ORD10279,Mumbai,Biryani,Wed,3,1,1.8,244,34,UPI,5.0,0.0,No,244.0
375,ORD10417,Delhi,Pizza,Sat,16,2,1.2,577,24,UPI,5.0,20.0,No,288.5
376,ORD10283,Pune,Pizza,Sun,3,3,6.0,861,34,UPI,,35.0,No,287.0
377,ORD10316,Pune,Burger,Tue,14,4,1.7,840,23,Cash,4.0,5.0,No,210.0
378,ORD10196,Bangalore,Pizza,Sat,22,4,0.7,1217,20,UPI,5.0,0.0,No,304.25
379,ORD10116,Pune,Pizza,Fri,23,2,4.7,443,18,Card,5.0,40.0,No,221.5
380,ORD10509,Mumbai,Biryani,Fri,20,1,8.4,333,44,UPI,4.0,35.0,Yes,333.0
381,ORD10076,Bangalore,Chinese,Mon,20,1,2.9,182,17,Cash,,35.0,No,182.0
382,ORD10484,Bangalore,Desserts,Mon,17,3,10.2,493,46,UPI,2.0,30.0,Yes,164.33
383,ORD10454,Delhi,Burger,Fri,3,3,2.4,597,21,UPI,5.0,15.0,No,199.0
384,ORD10532,Hyderabad,Biryani,Sun,18,2,1.7,632,20,UPI,3.0,35.0,No,316.0
385,ORD10334,Delhi,Biryani,Sun,12,3,5.7,879,37,UPI,3.0,15.0,No,293.0
386,ORD10209,Hyderabad,Biryani,Sun,22,2,0.5,571,29,Card,,10.0,No,285.5
387,ORD10207,Pune,Pizza,Sat,16,5,2.4,1383,28,UPI,5.0,30.0,No,276.6
388,ORD10074,Hyderabad,Biryani,Fri,22,6,4.3,1895,29,Cash,5.0,0.0,No,315.83
389,ORD10009,Bangalore,Biryani,Fri,18,2,1.9,626,28,UPI,4.0,0.0,No,313.0
390,ORD10223,Bangalore,Pizza,Tue,19,3,4.1,635,22,Card,5.0,40.0,No,211.67
391,ORD10046,Bangalore,Biryani,Fri,3,5,1.8,1112,29,Cash,5.0,45.0,No,222.4
392,ORD10263,Mumbai,Biryani,Tue,21,3,6.0,740,35,UPI,4.0,40.0,No,246.67
393,ORD10028,Bangalore,Burger,Sat,14,2,5.7,426,31,UPI,3.0,50.0,No,213.0
394,ORD10004,Mumbai,Pizza,Thu,22,3,4.7,791,46,UPI,2.0,50.0,Yes,263.67
395,ORD10324,Delhi,Chinese,Sun,20,3,4.0,711,26,UPI,,0.0,No,237.0
396,ORD10017,Mumbai,Pizza,Fri,14,2,3.9,472,36,Card,4.0,35.0,No,236.0
397,ORD10240,Mumbai,South Indian,Sat,13,1,6.1,184,37,UPI,,40.0,No,184.0
398,ORD10042,Mumbai,Desserts,Thu,1,1,1.4,158,27,Cash,4.0,40.0,No,158.0
399,ORD10177,Hyderabad,South Indian,Sat,19,4,7.8,529,47,Cash,3.0,0.0,Yes,132.25
400,ORD10273,Hyderabad,Biryani,Sat,12,1,1.4,335,20,Card,,35.0,No,335.0
401,ORD10156,Pune,Desserts,Mon,21,1,13.6,164,45,UPI,3.0,20.0,Yes,164.0
402,ORD10479,Mumbai,South Indian,Tue,14,2,3.9,251,21,UPI,5.0,30.0,No,125.5
403,ORD10080,Mumbai,Biryani,Mon,20,2,8.2,529,40,Cash,5.0,0.0,No,264.5
404,ORD10403,Mumbai,Chinese,Sat,14,6,2.6,1150,32,UPI,,45.0,No,191.67
405,ORD10165,Mumbai,Biryani,Sun,20,2,2.7,603,26,UPI,5.0,40.0,No,301.5
406,ORD10060,Delhi,Desserts,Sun,22,5,3.0,896,26,UPI,5.0,30.0,No,179.2
407,ORD10426,Pune,South Indian,Tue,22,1,2.3,137,30,Card,,35.0,No,137.0
408,ORD10394,Mumbai,Biryani,Sat,20,3,4.2,771,33,UPI,3.0,35.0,No,257.0
409,ORD10483,Pune,Burger,Fri,2,4,4.4,646,24,UPI,4.0,0.0,No,161.5
410,ORD10526,Delhi,South Indian,Mon,20,4,1.1,503,14,UPI,4.0,10.0,No,125.75
411,ORD10184,Hyderabad,Pizza,Fri,18,1,1.1,247,16,UPI,4.0,30.0,No,247.0
412,ORD10321,Hyderabad,Burger,Thu,12,3,2.8,462,27,Cash,5.0,0.0,No,154.0
413,ORD10178,Pune,Pizza,Fri,19,1,6.3,267,36,UPI,,35.0,No,267.0
414,ORD10543,Delhi,Desserts,Sun,21,3,2.0,637,21,Card,4.0,0.0,No,212.33
415,ORD10094,Delhi,Biryani,Thu,13,2,3.0,499,26,UPI,4.0,30.0,No,249.5
416,ORD10169,Pune,Pizza,Mon,2,3,5.1,798,39,Card,4.0,0.0,No,266.0
417,ORD10202,Bangalore,Burger,Sat,2,1,10.3,266,42,UPI,,30.0,Yes,266.0
418,ORD10083,Bangalore,Desserts,Sat,20,4,6.9,630,33,Card,4.0,40.0,No,157.5
419,ORD10470,Mumbai,Biryani,Fri,20,2,,519,25,UPI,4.0,0.0,No,259.5
420,ORD10159,Pune,Pizza,Sun,22,1,3.0,337,32,UPI,2.0,25.0,No,337.0
421,ORD10086,Bangalore,Chinese,Sat,22,3,3.6,640,30,UPI,4.0,45.0,No,213.33
422,ORD10192,Bangalore,Pizza,Fri,22,2,1.4,500,27,Card,2.0,45.0,No,250.0
423,ORD10154,Pune,Biryani,Wed,12,5,4.3,1261,18,Card,5.0,30.0,No,252.2
424,ORD10155,Delhi,South Indian,Mon,17,5,2.1,669,17,UPI,,20.0,No,133.8
425,ORD10131,Hyderabad,Burger,Fri,1,2,2.8,394,14,UPI,5.0,30.0,No,197.0
426,ORD10406,Delhi,South Indian,Tue,20,8,1.7,939,17,Card,,35.0,No,117.38
427,ORD10398,Delhi,Desserts,Wed,12,3,4.2,494,20,UPI,5.0,15.0,No,164.67
428,ORD10373,Delhi,Chinese,Sun,14,3,6.9,644,38,UPI,,10.0,No,214.67
429,ORD10596,Pune,Chinese,Sat,21,8,0.6,1437,21,UPI,,25.0,No,179.62
430,ORD10445,Mumbai,Biryani,Sun,14,3,2.6,801,35,Cash,4.0,15.0,No,267.0
431,ORD10011,Hyderabad,Biryani,Sun,23,3,2.2,781,13,UPI,4.0,35.0,No,260.33
432,ORD10087,Bangalore,South Indian,Sun,21,3,1.8,434,24,UPI,4.0,45.0,No,144.67
433,ORD10036,Hyderabad,South Indian,Sun,14,1,2.0,208,27,Cash,3.0,0.0,No,208.0
434,ORD10581,Delhi,Desserts,Tue,12,2,4.7,334,31,Card,,10.0,No,167.0
435,ORD10214,Mumbai,Pizza,Wed,21,6,3.6,1334,33,UPI,5.0,30.0,No,222.33
436,ORD10382,Bangalore,Pizza,Sat,19,3,0.5,883,20,UPI,5.0,25.0,No,294.33
437,ORD10029,Mumbai,Desserts,Sun,20,1,2.5,263,22,UPI,5.0,40.0,No,263.0
438,ORD10595,Pune,Biryani,Tue,0,3,8.0,751,29,Card,5.0,15.0,No,250.33
439,ORD10312,Hyderabad,Biryani,Wed,0,3,4.5,678,16,UPI,,0.0,No,226.0
440,ORD10304,Bangalore,Biryani,Thu,0,2,0.9,389,13,UPI,4.0,50.0,No,194.5
441,ORD10118,Bangalore,Desserts,Sat,0,3,1.6,453,28,Cash,5.0,40.0,No,151.0
442,ORD10108,Hyderabad,Chinese,Fri,13,3,0.9,586,20,UPI,4.0,10.0,No,195.33
443,ORD10199,Mumbai,South Indian,Wed,20,4,1.6,486,24,Cash,4.0,25.0,No,121.5
444,ORD10259,Hyderabad,Burger,Thu,22,6,5.7,773,33,Card,3.0,0.0,No,128.83
445,ORD10282,Pune,Biryani,Sat,13,2,3.9,610,21,UPI,4.0,0.0,No,305.0
446,ORD10053,Mumbai,Pizza,Fri,1,1,1.1,238,12,UPI,5.0,45.0,No,238.0
447,ORD10490,Pune,Biryani,Sat,13,2,4.2,565,23,UPI,5.0,0.0,No,282.5
448,ORD10354,Mumbai,South Indian,Fri,20,8,8.8,893,46,Card,2.0,35.0,Yes,111.62
449,ORD10030,Mumbai,South Indian,Thu,12,4,2.6,432,16,Card,5.0,20.0,No,108.0
450,ORD10336,Mumbai,South Indian,Sat,17,2,6.0,307,37,UPI,5.0,50.0,No,153.5
451,ORD10436,Pune,Pizza,Sat,17,1,5.0,312,36,UPI,5.0,30.0,No,312.0
452,ORD10012,Hyderabad,Pizza,Mon,0,6,8.0,1466,31,UPI,5.0,20.0,No,244.33
453,ORD10143,Pune,South Indian,Sat,22,5,3.0,793,18,UPI,5.0,30.0,No,158.6
454,ORD10395,Bangalore,Burger,Tue,0,1,3.7,165,27,UPI,4.0,45.0,No,165.0
455,ORD10538,Pune,South Indian,Sat,20,5,8.6,622,34,UPI,5.0,20.0,No,124.4
456,ORD10542,Hyderabad,Desserts,Sun,20,1,4.9,241,33,UPI,5.0,20.0,No,241.0
457,ORD10286,Hyderabad,South Indian,Wed,12,4,4.4,450,25,UPI,,25.0,No,112.5
458,ORD10510,Delhi,Pizza,Tue,3,2,1.4,566,9,Cash,5.0,5.0,No,283.0
459,ORD10068,Mumbai,Chinese,Sun,21,8,2.0,1773,33,Cash,5.0,0.0,No,221.62
460,ORD10516,Hyderabad,Biryani,Thu,23,3,2.4,846,16,Cash,3.0,0.0,No,282.0
461,ORD10339,Hyderabad,South Indian,Thu,20,2,14.0,220,59,Card,4.0,45.0,Yes,110.0
462,ORD10325,Bangalore,Pizza,Fri,19,1,1.4,219,25,Card,,0.0,No,219.0
463,ORD10452,Pune,Burger,Thu,3,1,7.8,141,31,Card,5.0,35.0,No,141.0
464,ORD10376,Pune,Biryani,Thu,16,2,4.5,464,26,Cash,5.0,0.0,No,232.0
465,ORD10330,Delhi,Biryani,Fri,3,2,2.5,471,19,UPI,,20.0,No,235.5
466,ORD10299,Bangalore,Chinese,Sat,17,3,0.8,642,24,UPI,,40.0,No,214.0
467,ORD10315,Hyderabad,Pizza,Fri,13,4,3.9,959,21,Card,4.0,25.0,No,239.75
468,ORD10249,Pune,Biryani,Sun,3,3,7.3,933,32,UPI,4.0,25.0,No,311.0
469,ORD10474,Hyderabad,Pizza,Sun,13,6,12.4,1545,51,Card,3.0,35.0,Yes,257.5
470,ORD10264,Delhi,Chinese,Fri,19,1,1.2,221,12,UPI,4.0,0.0,No,221.0
471,ORD10434,Hyderabad,Biryani,Sat,12,3,4.5,1047,23,UPI,4.0,0.0,No,349.0
472,ORD10387,Mumbai,Burger,Tue,21,2,1.6,352,20,UPI,4.0,40.0,No,176.0
473,ORD10306,Mumbai,Chinese,Sun,14,6,1.6,1460,26,UPI,4.0,30.0,No,243.33
474,ORD10342,Hyderabad,Chinese,Sun,22,2,5.1,532,36,Cash,4.0,15.0,No,266.0
475,ORD10020,Pune,Chinese,Mon,18,1,3.8,181,19,Cash,4.0,30.0,No,181.0
476,ORD10482,Mumbai,Biryani,Thu,21,8,12.3,2114,48,Card,,35.0,Yes,264.25
477,ORD10122,Hyderabad,Burger,Sat,3,3,4.0,494,32,Card,5.0,0.0,No,164.67
478,ORD10496,Delhi,Chinese,Wed,16,4,7.8,821,29,Card,3.0,10.0,No,205.25
479,ORD10500,Pune,Chinese,Mon,21,5,5.0,996,25,UPI,4.0,0.0,No,199.2
480,ORD10137,Delhi,Pizza,Wed,22,1,1.0,252,8,UPI,,20.0,No,252.0
481,ORD10488,Bangalore,South Indian,Wed,19,2,1.9,254,20,Cash,5.0,20.0,No,127.0
482,ORD10203,Pune,South Indian,Sat,19,4,2.9,606,18,Card,4.0,35.0,No,151.5
483,ORD10085,Pune,Chinese,Fri,19,5,2.7,1011,28,UPI,5.0,25.0,No,202.2
484,ORD10593,Hyderabad,South Indian,Sat,17,4,7.5,458,46,UPI,3.0,25.0,Yes,114.5
485,ORD10114,Pune,South Indian,Sun,18,5,1.8,728,21,Card,5.0,15.0,No,145.6
486,ORD10185,Mumbai,Desserts,Wed,19,5,6.5,861,40,Card,3.0,20.0,No,172.2
487,ORD10044,Delhi,Burger,Mon,19,1,12.3,203,45,Card,,20.0,Yes,203.0
488,ORD10506,Mumbai,Biryani,Sat,17,2,7.7,455,37,UPI,4.0,30.0,No,227.5
489,ORD10495,Delhi,South Indian,Tue,20,1,1.0,116,16,UPI,3.0,15.0,No,116.0
490,ORD10534,Hyderabad,South Indian,Sat,19,3,0.7,484,32,UPI,4.0,40.0,No,161.33
491,ORD10062,Mumbai,Chinese,Sat,20,3,1.6,576,21,UPI,2.0,40.0,No,192.0
492,ORD10088,Bangalore,Desserts,Thu,17,2,1.0,294,17,Card,,0.0,No,147.0
493,ORD10567,Hyderabad,South Indian,Thu,14,6,1.1,656,24,UPI,3.0,30.0,No,109.33
494,ORD10227,Bangalore,Pizza,Thu,22,3,2.4,831,27,UPI,3.0,40.0,No,277.0
495,ORD10471,Mumbai,Burger,Mon,13,6,6.2,1046,41,UPI,4.0,35.0,Yes,174.33
496,ORD10292,Mumbai,Chinese,Sat,21,1,8.5,251,57,Cash,3.0,30.0,Yes,251.0
497,ORD10213,Mumbai,Chinese,Sun,14,1,8.3,247,51,UPI,4.0,0.0,Yes,247.0
498,ORD10112,Mumbai,Chinese,Sun,0,1,10.7,281,45,UPI,,25.0,Yes,281.0
499,ORD10034,Bangalore,Biryani,Sat,20,5,2.6,1367,28,UPI,4.0,40.0,No,273.4
500,ORD10174,Hyderabad,Chinese,Fri,19,8,5.2,1627,24,Cash,3.0,15.0,No,203.38
501,ORD10001,Pune,Biryani,Fri,21,3,6.0,851,28,Card,5.0,35.0,No,283.67
502,ORD10427,Mumbai,Pizza,Sat,14,5,2.0,1313,31,UPI,5.0,50.0,No,262.6
503,ORD10136,Bangalore,Biryani,Thu,20,2,4.5,503,25,Card,4.0,45.0,No,251.5
504,ORD10466,Pune,Pizza,Sun,20,6,6.4,1659,31,UPI,5.0,40.0,No,276.5
505,ORD10112,Mumbai,Chinese,Sun,0,1,10.7,281,45,UPI,,25.0,Yes,281.0
506,ORD10359,Mumbai,Biryani,Wed,20,3,2.6,689,23,UPI,4.0,15.0,No,229.67
507,ORD10025,Mumbai,Biryani,Sat,22,4,4.6,1029,32,Card,4.0,15.0,No,257.25
508,ORD10597,Delhi,Pizza,Thu,23,1,9.3,297,26,UPI,5.0,0.0,No,297.0
509,ORD10226,Mumbai,Biryani,Fri,23,3,3.4,796,31,UPI,4.0,35.0,No,265.33
510,ORD10327,Mumbai,Pizza,Mon,18,1,4.6,229,27,UPI,5.0,30.0,No,229.0
511,ORD10561,Hyderabad,Pizza,Wed,13,3,5.0,460,22,UPI,3.0,30.0,No,153.33
512,ORD10191,Pune,Burger,Mon,14,2,2.8,312,21,Cash,5.0,0.0,No,156.0
513,ORD10522,Hyderabad,South Indian,Mon,21,2,6.3,270,25,UPI,4.0,25.0,No,135.0
514,ORD10244,Bangalore,Biryani,Tue,0,2,7.7,510,31,Card,5.0,50.0,No,255.0
515,ORD10267,Bangalore,Desserts,Sat,14,4,3.5,834,32,UPI,,50.0,No,208.5
516,ORD10530,Hyderabad,Chinese,Fri,21,3,4.6,558,21,Card,5.0,30.0,No,186.0
517,ORD10049,Delhi,South Indian,Sat,18,6,5.9,883,39,UPI,5.0,20.0,No,147.17
518,ORD10205,Delhi,Pizza,Tue,20,3,3.2,830,23,UPI,3.0,15.0,No,276.67
519,ORD10103,Bangalore,Burger,Sun,1,2,3.9,405,33,UPI,5.0,50.0,No,202.5
520,ORD10067,Pune,Biryani,Wed,0,3,3.0,949,24,Card,4.0,30.0,No,316.33
521,ORD10023,Delhi,Pizza,Sun,20,4,2.5,1069,17,Cash,4.0,15.0,No,267.25
522,ORD10590,Mumbai,Pizza,Tue,12,4,1.5,1040,29,Cash,5.0,25.0,No,260.0
523,ORD10464,Bangalore,South Indian,Sat,12,3,1.4,424,23,UPI,3.0,35.0,No,141.33
524,ORD10511,Mumbai,Chinese,Sun,13,2,2.4,448,36,UPI,,30.0,No,224.0
525,ORD10333,Mumbai,Pizza,Wed,21,5,5.0,1346,32,Card,,30.0,No,269.2
526,ORD10351,Pune,Burger,Fri,16,2,1.4,351,22,UPI,3.0,40.0,No,175.5
527,ORD10254,Hyderabad,Biryani,Wed,13,6,4.0,1678,31,Card,4.0,0.0,No,279.67
528,ORD10468,Delhi,Burger,Mon,14,3,,471,44,UPI,5.0,10.0,Yes,157.0
529,ORD10470,Mumbai,Biryani,Fri,20,2,,519,25,UPI,4.0,0.0,No,259.5
530,ORD10162,Mumbai,Chinese,Sun,21,5,,1011,31,UPI,5.0,40.0,No,202.2
531,ORD10375,Hyderabad,Desserts,Fri,20,2,1.6,304,18,Card,5.0,25.0,No,152.0
532,ORD10065,Hyderabad,Chinese,Sun,12,2,2.6,480,29,UPI,3.0,35.0,No,240.0
533,ORD10421,Pune,Pizza,Thu,19,3,0.5,584,11,UPI,4.0,20.0,No,194.67
